a,b,c,d,e,f,g,result
46,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
56,2.8571,0.2143,0.6607,0.0714,0.2857,0.0000,0.5679
15,2.2667,0.1333,0.4000,0.0667,0.5333,0.0000,0.4074
16,0.1875,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
28,1.7857,0.1786,0.3929,0.0357,0.1786,0.0000,0.3827
42,0.0000,0.0238,0.0000,0.0000,0.0000,0.0000,0.3148
162,3.8519,0.5062,1.0741,0.1543,0.6543,0.0062,0.5741
15,1.7333,0.2667,0.2667,0.0000,0.0000,0.0000,0.4815
73,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
11,0.3636,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
12,1.4167,0.0000,0.0833,0.0000,0.0000,0.0000,0.5679
33,0.3636,0.0303,0.0909,0.0000,0.0606,0.0000,0.4568
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
33,0.1515,0.0000,0.0606,0.0000,0.0303,0.0000,0.5741
85,2.8941,0.3294,0.6471,0.1176,0.3176,0.0235,0.5247
27,3.5185,0.2963,0.7407,0.0370,0.4815,0.0000,0.4568
134,3.0075,0.3284,0.6642,0.0672,0.3284,0.1119,0.4074
84,3.0476,0.2857,0.5952,0.1190,0.2857,0.0000,0.3889
5,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
4,1.2500,0.0000,0.5000,0.0000,0.0000,0.0000,0.3827
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
75,2.9333,0.2933,0.6267,0.0800,0.2533,0.0800,0.4691
119,3.4874,0.5966,0.9160,0.1008,0.3529,0.1597,0.4568
21,2.0952,0.1905,0.2381,0.0476,0.0476,0.0000,0.5247
8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
23,0.6087,0.0000,0.0435,0.0000,0.0435,0.0000,0.4568
59,3.1017,0.3220,0.6441,0.0508,0.2203,0.0339,0.5309
22,2.8182,0.0455,0.5455,0.0000,0.1818,0.0455,0.4691
35,3.0857,0.2857,0.7429,0.1429,0.4571,0.0000,0.5926
89,2.6966,0.2921,0.5955,0.1461,0.3596,0.0000,0.4568
119,2.1176,0.2269,0.4958,0.0420,0.2185,0.0084,0.4506
102,3.6176,0.3725,0.8137,0.1176,0.4412,0.0588,0.4383
61,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
150,3.5400,0.4200,0.8267,0.1267,0.4867,0.0400,0.5556
147,3.7483,0.6054,1.1973,0.1565,0.7415,0.0068,0.5926
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
138,3.3478,0.3841,0.8768,0.0652,0.4348,0.0072,0.5988
80,2.3750,0.1250,0.6500,0.0500,0.3000,0.0000,0.5926
67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
6,2.1667,0.3333,0.8333,0.1667,0.6667,0.0000,0.4074
23,1.4348,0.1739,0.2174,0.0000,0.0435,0.1304,0.4691
12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
119,1.4790,0.2101,0.2941,0.0168,0.1429,0.0672,0.5644
71,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
33,1.7273,0.1212,0.3636,0.0606,0.1212,0.0000,0.4568
70,2.9286,0.1857,0.6857,0.0857,0.2714,0.0143,0.4506
30,2.7667,0.4000,0.6667,0.0667,0.3333,0.0000,0.5741
42,3.8333,0.4524,1.1667,0.1190,0.5000,0.0714,0.3889
11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
6,1.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
57,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
9,2.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
25,2.0800,0.3200,0.4000,0.0000,0.0400,0.0400,0.5583
20,2.4500,0.1000,0.5000,0.0000,0.0500,0.3000,0.3889
24,0.0833,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
145,3.7172,0.5586,1.0138,0.0552,0.3586,0.1655,0.5247
12,1.5833,0.0000,0.2500,0.0000,0.0000,0.0000,0.4568
11,1.6364,0.0909,0.3636,0.0000,0.1818,0.0000,0.4074
13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
3,1.6667,0.3333,0.0000,0.0000,0.0000,0.0000,0.5988
105,3.3714,0.4190,0.8190,0.2000,0.6190,0.0000,0.5926
30,0.8333,0.0000,0.0333,0.0000,0.0333,0.0000,0.4691
20,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
32,1.8750,0.0000,0.2500,0.0000,0.1250,0.0000,0.4568
69,3.0870,0.4203,1.0000,0.0870,0.3043,0.0290,0.4568
106,2.3208,0.3679,0.6509,0.0189,0.2075,0.2264,0.5583
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
29,0.0345,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
78,2.6795,0.3718,0.5897,0.0128,0.2308,0.2051,0.5309
71,2.6197,0.2958,0.4789,0.1268,0.4366,0.0000,0.5679
14,2.9286,0.2857,0.6429,0.0000,0.2857,0.0000,0.5309
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
134,3.0448,0.3433,0.7463,0.0970,0.2985,0.0000,0.3889
3,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
25,2.0000,0.2400,0.4800,0.0000,0.1600,0.0000,0.4074
4,0.7500,0.0000,0.2500,0.0000,0.0000,0.0000,0.5644
26,2.6154,0.3077,0.5000,0.0769,0.3846,0.0000,0.3889
57,2.3158,0.2982,0.5614,0.0877,0.2456,0.0351,0.4568
34,3.5000,0.3235,0.8824,0.0588,0.2353,0.0000,0.4568
160,3.7625,0.6438,1.1375,0.2250,0.7813,0.0938,0.5000
26,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
116,2.6897,0.4224,0.6638,0.1121,0.4483,0.0086,0.5988
88,3.3295,0.5114,0.9773,0.1250,0.4318,0.0227,0.5679
147,3.6463,0.5442,1.0340,0.1633,0.4966,0.2721,0.4568
34,0.3824,0.0000,0.0294,0.0000,0.0000,0.0000,0.5802
157,3.7134,0.4395,1.0892,0.1401,0.6369,0.0064,0.5679
41,2.7561,0.3415,0.4878,0.0244,0.1951,0.0000,0.4568
11,2.0909,0.2727,0.4545,0.0909,0.1818,0.0000,0.4074
13,2.6154,0.2308,0.4615,0.0000,0.3077,0.0000,0.5247
110,3.5545,0.6545,1.0727,0.2364,0.6364,0.1909,0.4568
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3148
32,1.7500,0.0625,0.1563,0.0313,0.0313,0.0000,0.5309
72,2.8333,0.3056,0.6250,0.0556,0.1944,0.0833,0.3148
75,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
30,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
5,1.8000,0.0000,0.4000,0.0000,0.0000,0.0000,0.3889
156,4.0577,0.5769,1.0769,0.1282,0.5192,0.0705,0.5309
38,2.4737,0.2368,0.5789,0.0263,0.1579,0.2632,0.5679
43,0.3953,0.0000,0.0233,0.0000,0.0000,0.0000,0.4568
52,2.8269,0.2885,0.7308,0.0385,0.2308,0.0769,0.4568
14,3.2143,0.0714,0.5714,0.0000,0.2143,0.0000,0.5000
4,1.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.5926
61,3.5082,0.5082,0.8033,0.1148,0.2459,0.1311,0.5247
28,3.1429,0.4643,0.6786,0.0357,0.3214,0.0000,0.4691
12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
5,3.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.5926
40,3.1250,0.4000,0.8750,0.0250,0.4000,0.0000,0.4815
18,3.0556,0.2222,0.7222,0.0556,0.3333,0.0000,0.3827
22,2.4545,0.3182,0.5455,0.0455,0.1364,0.0000,0.3889
73,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
62,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
103,3.4660,0.4563,0.8738,0.0680,0.2718,0.0000,0.5000
29,2.0000,0.1724,0.6552,0.0000,0.1379,0.0690,0.5679
32,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
54,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
17,0.0588,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
63,4.0794,0.4603,1.0952,0.0635,0.3333,0.0952,0.3148
9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
34,0.0294,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
33,0.1212,0.0000,0.0303,0.0000,0.0000,0.0000,0.5309
41,3.5366,0.4390,0.8780,0.2439,0.5854,0.0732,0.4383
25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
28,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
1,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.5644
126,2.2857,0.2619,0.5159,0.0714,0.2778,0.0238,0.4691
125,3.8880,0.4960,0.9680,0.1840,0.5040,0.0080,0.4691
82,3.1951,0.3780,0.6463,0.1463,0.4512,0.0244,0.5247
36,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
96,2.1250,0.1771,0.4479,0.0208,0.2292,0.0000,0.5679
52,1.9038,0.2500,0.3269,0.1538,0.3654,0.0385,0.4074
33,1.7576,0.1515,0.3939,0.0606,0.2121,0.0000,0.5309
2,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
13,1.3846,0.0000,0.0000,0.0000,0.0769,0.0000,0.4506
42,2.4048,0.2143,0.5714,0.0952,0.4048,0.0000,0.4568
33,1.6970,0.1212,0.3030,0.0000,0.1515,0.0000,0.4506
13,1.4615,0.6923,0.5385,0.0000,0.0769,1.0000,0.5556
151,3.8146,0.4834,0.9536,0.1391,0.5232,0.0265,0.4815
26,0.1154,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
7,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.3827
31,0.3548,0.0000,0.0323,0.0000,0.0000,0.0000,0.4568
75,2.9600,0.2267,0.5867,0.0267,0.2800,0.0000,0.5556
83,1.6747,0.1446,0.3614,0.0120,0.1687,0.0000,0.5556
9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
22,0.1818,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
4,1.7500,0.2500,0.5000,0.0000,0.0000,0.0000,0.4568
159,3.7799,0.4151,0.9937,0.1572,0.4780,0.0126,0.5247
31,1.5161,0.0645,0.2581,0.0000,0.0645,0.0000,0.5309
118,3.5932,0.6017,0.9831,0.1695,0.4915,0.0932,0.5309
37,0.1081,0.0000,0.0270,0.0000,0.0000,0.0000,0.3148
44,2.4318,0.3182,0.5000,0.0909,0.2045,0.0000,0.4815
60,1.4667,0.1667,0.3667,0.0500,0.2333,0.0333,0.5802
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
61,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
27,2.1481,0.0741,0.1852,0.0000,0.0741,0.0000,0.4568
7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3827
72,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
17,1.5882,0.1176,0.2941,0.0000,0.1176,0.0000,0.4815
5,3.6000,0.4000,1.0000,0.2000,0.4000,0.0000,0.5309
141,3.6879,0.4184,0.9220,0.0922,0.3546,0.0567,0.4691
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
148,3.6689,0.2027,0.8311,0.0203,0.2838,0.0743,0.3827
24,1.3333,0.0000,0.0000,0.0000,0.0417,0.0000,0.4568
87,2.5747,0.3333,0.6092,0.1034,0.2644,0.0345,0.5556
32,0.0938,0.0000,0.0313,0.0000,0.0000,0.0000,0.5644
8,1.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
124,3.2016,0.3306,0.7984,0.1210,0.4919,0.0000,0.4568
9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
61,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
34,3.5588,0.5000,1.0294,0.0000,0.2941,0.0000,0.4506
62,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
31,0.1613,0.0323,0.0000,0.0000,0.0000,0.0000,0.4383
14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
17,2.8235,0.2353,0.5882,0.1765,0.3529,0.0588,0.5679
4,2.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5679
81,2.4074,0.1975,0.7037,0.0123,0.1975,0.0370,0.4568
59,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
57,2.7544,0.2807,0.5614,0.0702,0.3158,0.0000,0.4074
1,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.4815
104,3.6731,0.6442,0.9327,0.1346,0.3654,0.0192,0.5926
81,3.4691,0.4568,0.6667,0.0988,0.3333,0.1111,0.4074
87,3.7586,0.5172,1.0920,0.1264,0.4713,0.0115,0.5000
18,3.2222,0.1667,0.5000,0.0000,0.0000,0.0000,0.3827
63,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
52,1.0000,0.0385,0.1731,0.0192,0.1154,0.0000,0.5000
58,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
1,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
46,3.6304,0.5217,1.0435,0.0217,0.2174,0.1522,0.3148
16,1.6875,0.5000,0.5000,0.0625,0.1250,0.0000,0.5741
33,0.1515,0.0303,0.0000,0.0000,0.0000,0.0000,0.5583
68,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
141,3.6879,0.7305,1.1064,0.1560,0.6667,0.0426,0.5988
1,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
26,2.2692,0.3462,0.4615,0.0000,0.4231,0.0385,0.5988
69,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
28,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
159,3.9182,0.5409,1.1824,0.1069,0.4969,0.0692,0.5309
80,3.5750,0.4250,0.9500,0.1375,0.5375,0.0000,0.4506
67,0.0149,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
21,1.8095,0.0952,0.2857,0.0476,0.1429,0.0000,0.5926
3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
29,0.0690,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
30,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3148
114,3.2719,0.3070,0.7632,0.1140,0.3860,0.0088,0.4691
144,4.2083,0.6250,1.2778,0.1181,0.5833,0.0208,0.5741
68,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
115,2.8261,0.3478,0.6348,0.0957,0.3391,0.0000,0.4815
124,3.6613,0.4355,0.8871,0.2339,0.5242,0.0000,0.4383
63,3.4127,0.4286,1.1270,0.0159,0.3016,0.0476,0.5988
46,2.9348,0.2609,0.7609,0.0435,0.2174,0.0435,0.5741
118,3.8390,0.4576,1.2203,0.0847,0.4322,0.0424,0.5741
50,2.1000,0.1000,0.3800,0.0200,0.1400,0.0000,0.5802
1,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
6,2.8333,0.0000,0.3333,0.0000,0.1667,0.0000,0.5247
1,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
33,0.0909,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
63,2.0476,0.0952,0.4286,0.0000,0.1746,0.0000,0.5556
107,3.4112,0.3084,0.8037,0.0467,0.2991,0.0093,0.4568
129,4.2791,0.7674,1.1628,0.0930,0.3798,0.0620,0.5741
31,1.6774,0.1290,0.1290,0.0323,0.1290,0.0000,0.4074
7,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
52,0.7885,0.1346,0.1346,0.0000,0.0385,0.0000,0.5926
75,0.0133,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
56,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
70,2.9571,0.4429,0.8000,0.0429,0.3000,0.0286,0.5926
157,3.4904,0.4777,0.9618,0.0446,0.4268,0.0637,0.5988
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
10,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3827
139,3.7914,0.5899,0.9568,0.1007,0.3885,0.1439,0.5644
45,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
17,3.7059,0.4706,0.7059,0.0588,0.4118,0.0000,0.5247
19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
34,3.0588,0.4412,0.7941,0.0000,0.1471,0.0000,0.4815
32,0.0938,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
142,3.6197,0.3803,1.1620,0.0845,0.4789,0.0000,0.5926
3,1.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
79,2.0506,0.2405,0.3671,0.0253,0.1139,0.1772,0.5309
32,2.8750,0.2500,0.7500,0.0000,0.3125,0.2500,0.5926
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
74,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
16,0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
118,3.1017,0.3475,0.7288,0.1356,0.4407,0.0593,0.5644
4,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
74,1.6622,0.1757,0.4054,0.0135,0.1486,0.0000,0.5926
20,1.7500,0.1000,0.3000,0.0000,0.1000,0.0000,0.5988
9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
160,4.0813,0.6250,1.1625,0.2063,0.6750,0.0875,0.5247
144,2.7986,0.2847,0.6528,0.1042,0.3542,0.0139,0.5802
70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
9,1.5556,0.0000,0.2222,0.0000,0.0000,0.0000,0.5309
2,3.0000,0.5000,0.5000,0.0000,0.0000,0.0000,0.5247
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
140,2.9500,0.4357,0.6929,0.1286,0.3357,0.0500,0.5644
2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
96,2.5000,0.2813,0.5729,0.0104,0.2500,0.0729,0.4568
29,0.1379,0.0000,0.0345,0.0000,0.0000,0.0000,0.5679
19,1.4211,0.1579,0.2632,0.0000,0.0000,0.0000,0.3827
57,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
112,1.9286,0.2946,0.4286,0.0536,0.2054,0.0179,0.5741
40,0.8250,0.1000,0.1250,0.0000,0.0500,0.0000,0.5988
73,3.6027,0.4795,0.9726,0.0822,0.4521,0.1233,0.5679
122,3.9180,0.4508,1.1639,0.1066,0.4426,0.0492,0.4815
32,1.7500,0.0313,0.2188,0.0000,0.0625,0.0000,0.4506
22,1.6818,0.0000,0.2273,0.0000,0.0455,0.0000,0.5000
10,1.6000,0.1000,0.2000,0.0000,0.0000,0.0000,0.4691
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
117,3.6154,0.3248,0.9145,0.0342,0.3419,0.0000,0.3889
35,2.2000,0.2286,0.4000,0.0286,0.2857,0.0000,0.5679
33,0.0606,0.0000,0.0000,0.0000,0.0000,0.0000,0.3148
12,0.5000,0.0000,0.0833,0.0000,0.0000,0.0000,0.4691
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
38,2.2105,0.1579,0.4474,0.0000,0.1316,0.0000,0.4691
68,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
136,4.0074,0.6250,1.1103,0.0956,0.5294,0.1103,0.5583
71,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
149,3.7852,0.5772,1.0738,0.1141,0.5638,0.2013,0.5679
25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
26,0.0769,0.0385,0.0000,0.0000,0.0000,0.0000,0.5679
24,1.2500,0.3333,0.2083,0.0417,0.0417,0.1250,0.5309
29,1.3448,0.0345,0.1034,0.0000,0.0000,0.0000,0.3827
63,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
126,3.7063,0.3254,0.9048,0.0952,0.4286,0.0000,0.3889
52,0.0192,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
6,3.3333,0.0000,0.0000,0.0000,0.1667,0.0000,0.3827
104,1.4904,0.0769,0.2885,0.0096,0.1154,0.0000,0.4691
46,2.1739,0.2826,0.3913,0.1087,0.2609,0.0217,0.5309
143,2.8671,0.3077,0.6224,0.0070,0.2448,0.0210,0.5988
68,2.8971,0.3088,0.6176,0.1324,0.3824,0.0000,0.4506
52,2.5769,0.2115,0.5385,0.0769,0.2500,0.0385,0.3148
32,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
89,2.7079,0.2360,0.5955,0.0562,0.3596,0.0000,0.5000
8,2.2500,0.0000,0.3750,0.0000,0.0000,0.0000,0.5679
32,0.1875,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
29,0.1724,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
4,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
121,3.2397,0.2893,0.7851,0.0331,0.2810,0.0496,0.4568
25,2.8400,0.2800,0.4800,0.2000,0.4400,0.0000,0.3148
47,2.5745,0.2553,0.7234,0.0213,0.2766,0.0213,0.5926
64,3.6875,0.4063,1.0469,0.0938,0.2500,0.0625,0.4074
16,1.5000,0.0625,0.1875,0.0000,0.1250,0.0000,0.4568
18,1.6667,0.2222,0.3889,0.0556,0.1111,0.0000,0.5802
4,2.7500,0.7500,0.7500,0.0000,0.0000,0.2500,0.4568
5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
8,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
14,1.5000,0.1429,0.2857,0.0000,0.0714,0.0000,0.4506
152,3.3618,0.4605,0.7961,0.1316,0.4079,0.0263,0.5309
1,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
32,2.2188,0.0938,0.2813,0.0000,0.1250,0.0000,0.5556
25,3.0800,0.3200,0.9200,0.0400,0.5600,0.0000,0.5988
107,3.7477,0.3832,0.9533,0.1028,0.4299,0.0841,0.4568
14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
58,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
31,2.0323,0.2581,0.3871,0.0000,0.0645,0.0000,0.5556
13,0.9231,0.0769,0.1538,0.0000,0.0000,0.0000,0.3827
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3148
63,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5556
8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
34,1.7647,0.1471,0.3235,0.0000,0.1765,0.0000,0.4506
8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
109,3.7064,0.3578,1.0367,0.0183,0.2569,0.1651,0.4568
2,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5309
2,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5802
6,0.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.4506
33,0.1818,0.0000,0.0000,0.0000,0.0000,0.0000,0.5988
8,2.1250,0.0000,0.1250,0.0000,0.0000,0.0000,0.4383
9,2.6667,0.0000,0.1111,0.0000,0.2222,0.0000,0.4074
11,3.1818,0.1818,0.5455,0.0000,0.2727,0.0909,0.5247
5,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5679
6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
32,1.7813,0.0938,0.1875,0.0000,0.0313,0.0000,0.4691
22,0.0455,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
143,3.2517,0.4685,0.9371,0.1608,0.4685,0.0070,0.4568
8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
76,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3889
26,1.8077,0.0000,0.1154,0.0000,0.0385,0.0000,0.5802
100,2.7700,0.3800,0.6900,0.0700,0.3200,0.0000,0.5644
19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3148
30,1.5667,0.1000,0.1667,0.0000,0.0000,0.0000,0.5802
4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4074
9,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.5926
61,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5247
33,1.6667,0.0606,0.2424,0.0000,0.0909,0.0000,0.4568
118,2.4576,0.2119,0.6356,0.0169,0.1864,0.0339,0.5309
158,3.4747,0.3418,1.0380,0.0823,0.4747,0.0190,0.5644
160,3.8375,0.5688,1.0313,0.2000,0.5500,0.0063,0.5644
69,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4691
75,0.0133,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
96,3.2813,0.3646,0.9375,0.0521,0.3438,0.0521,0.5309
64,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4568
9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5583
11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815
154,3.9156,0.5195,1.1364,0.0974,0.4870,0.0065,0.5926
94,3.7340,0.4574,0.9574,0.0426,0.2979,0.0106,0.3827
147,3.5442,0.4014,0.9932,0.1224,0.5578,0.0612,0.4568
38,3.3947,0.1842,0.8158,0.0526,0.3158,0.0000,0.5556
19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5644
35,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4383
